seqnames	start	end	width	strand	promoterId	geneId	internalPromoter
chr7	123098148	123098148	1	-	prmtr.70784	ENSG00000207338.1	NA
chr12	56268462	56268462	1	+	prmtr.70785	ENSG00000207339.1	NA
chr1	147834665	147834665	1	-	prmtr.70786	ENSG00000207340.1	NA
chr1	166011481	166011481	1	+	prmtr.70787	ENSG00000207341.1	NA
chr14	89306509	89306509	1	+	prmtr.70788	ENSG00000207342.1	NA
chr22	20771189	20771189	1	-	prmtr.70789	ENSG00000207343.1	NA
chr7	64526377	64526377	1	+	prmtr.70790	ENSG00000207344.1	NA
chr6	148599808	148599808	1	+	prmtr.70791	ENSG00000207345.1	NA
chr10	21853506	21853506	1	-	prmtr.70792	ENSG00000207347.1	NA
chr1	149194269	149194269	1	-	prmtr.70793	ENSG00000207349.1	NA
chr3	183804691	183804691	1	-	prmtr.70794	ENSG00000207351.1	NA
chr5	64900588	64900588	1	-	prmtr.70795	ENSG00000207352.1	NA
chr20	24954807	24954807	1	+	prmtr.70796	ENSG00000207355.1	NA
chr1	40410670	40410670	1	-	prmtr.70797	ENSG00000207356.1	NA
chr19	1021521	1021521	1	+	prmtr.70798	ENSG00000207357.1	NA
chr8	90913052	90913052	1	-	prmtr.70799	ENSG00000207359.1	NA
chr9	15776284	15776284	1	-	prmtr.70800	ENSG00000207360.1	NA
chr8	28273965	28273965	1	+	prmtr.70801	ENSG00000207361.1	NA
chr10	102018328	102018328	1	+	prmtr.70802	ENSG00000207362.1	NA
chrX	107144476	107144476	1	-	prmtr.70803	ENSG00000207363.1	NA
chr2	37559019	37559019	1	-	prmtr.70804	ENSG00000207364.1	NA
chr12	93415382	93415382	1	+	prmtr.70805	ENSG00000207365.1	NA
chr14	48810535	48810535	1	-	prmtr.70806	ENSG00000207366.1	NA
chrX	48635486	48635486	1	-	prmtr.70807	ENSG00000207367.1	NA
chr3	195140275	195140275	1	-	prmtr.70808	ENSG00000207368.1	NA
chr8	48580333	48580333	1	+	prmtr.70809	ENSG00000207369.1	NA
chr3	193341978	193341978	1	+	prmtr.70810	ENSG00000207370.1	NA
chr6	41885264	41885264	1	-	prmtr.70811	ENSG00000207371.1	NA
chr15	25336933	25336933	1	+	prmtr.70812	ENSG00000207375.1	NA
chr8	99475278	99475278	1	-	prmtr.70813	ENSG00000207378.1	NA
chr1	93851268	93851268	1	+	prmtr.70814	ENSG00000207379.1	NA
chr20	5945184	5945184	1	+	prmtr.70815	ENSG00000207380.1	NA
chr12	54711671	54711671	1	-	prmtr.70816	ENSG00000207381.1	NA
chr17	60739086	60739086	1	-	prmtr.70817	ENSG00000207382.1	NA
chr2	113337161	113337161	1	-	prmtr.70818	ENSG00000207383.1	NA
chr4	140121549	140121549	1	+	prmtr.70819	ENSG00000207384.1	NA
chr4	54131734	54131734	1	-	prmtr.70820	ENSG00000207385.1	NA
chr2	206890317	206890317	1	+	prmtr.70821	ENSG00000207386.1	NA
chr12	71300697	71300697	1	+	prmtr.70822	ENSG00000207387.1	NA
chr1	17067011	17067011	1	+	prmtr.70823	ENSG00000207389.1	NA
chr17	4096063	4096063	1	+	prmtr.70824	ENSG00000207390.1	NA
chr5	78830676	78830676	1	+	prmtr.70825	ENSG00000207391.1	NA
chr6	160201413	160201413	1	-	prmtr.70826	ENSG00000207392.1	NA
chr2	219454043	219454043	1	-	prmtr.70827	ENSG00000207393.1	NA
chr6	23125315	23125315	1	-	prmtr.70828	ENSG00000207394.1	NA
chr15	69698780	69698780	1	+	prmtr.70829	ENSG00000207395.1	NA
chr19	22738063	22738063	1	+	prmtr.70830	ENSG00000207397.1	NA
chr8	104397189	104397189	1	+	prmtr.70831	ENSG00000207399.1	NA
chr9	113696686	113696686	1	+	prmtr.70832	ENSG00000207401.1	NA
chr2	191986676	191986676	1	+	prmtr.70833	ENSG00000207402.1	NA
chr6	121700044	121700044	1	-	prmtr.70834	ENSG00000207403.1	NA
chr5	108227138	108227138	1	+	prmtr.70835	ENSG00000207404.1	NA
chr16	2013107	2013107	1	-	prmtr.70836	ENSG00000207405.1	NA
chr2	207026952	207026952	1	+	prmtr.70837	ENSG00000207406.1	NA
chr11	19612838	19612838	1	-	prmtr.70838	ENSG00000207407.1	NA
chrX	53353767	53353767	1	+	prmtr.70839	ENSG00000207408.1	NA
chr17	65267585	65267585	1	+	prmtr.70840	ENSG00000207410.1	NA
chr2	43848123	43848123	1	-	prmtr.70841	ENSG00000207411.1	NA
chr14	32156004	32156004	1	-	prmtr.70842	ENSG00000207412.1	NA
chr12	101593155	101593155	1	-	prmtr.70843	ENSG00000207414.1	NA
chr8	9145088	9145088	1	-	prmtr.70844	ENSG00000207415.1	NA
chr21	38359151	38359151	1	-	prmtr.70845	ENSG00000207416.1	NA
chr8	75288922	75288922	1	+	prmtr.70846	ENSG00000207417.1	NA
chr1	145969433	145969433	1	-	prmtr.70847	ENSG00000207418.1	NA
chr6	11710052	11710052	1	+	prmtr.70848	ENSG00000207419.1	NA
chr5	175983705	175983705	1	+	prmtr.70849	ENSG00000207420.1	NA
chr1	45244062	45244062	1	+	prmtr.70850	ENSG00000207421.1	NA
chr6	151937014	151937014	1	-	prmtr.70851	ENSG00000207422.1	NA
chr16	15009413	15009413	1	-	prmtr.70852	ENSG00000207425.1	NA
chrX	95956618	95956618	1	-	prmtr.70853	ENSG00000207426.1	NA
chr4	68869613	68869613	1	+	prmtr.70854	ENSG00000207428.1	NA
chr15	30873387	30873387	1	+	prmtr.70855	ENSG00000207430.1	NA
chr6	111329579	111329579	1	-	prmtr.70856	ENSG00000207431.1	NA
chr15	30404401	30404401	1	+	prmtr.70857	ENSG00000207432.1	NA
chr9	15544186	15544186	1	+	prmtr.70858	ENSG00000207433.1	NA
chr1	12982374	12982374	1	+	prmtr.70859	ENSG00000207434.1	NA
chrX	3490898	3490898	1	+	prmtr.70860	ENSG00000207435.1	NA
chr10	70262909	70262909	1	+	prmtr.70861	ENSG00000207438.1	NA
chr5	64419196	64419196	1	+	prmtr.70862	ENSG00000207439.1	NA
chr14	31612145	31612145	1	+	prmtr.70863	ENSG00000207440.1	NA
chr16	62221550	62221550	1	-	prmtr.70864	ENSG00000207441.1	NA
chr15	25310173	25310173	1	+	prmtr.70865	ENSG00000207442.1	NA
chr7	62471947	62471947	1	-	prmtr.70866	ENSG00000207443.1	NA
chr14	71865054	71865054	1	+	prmtr.70867	ENSG00000207444.1	NA
chr11	75115465	75115465	1	+	prmtr.70868	ENSG00000207445.1	NA
chr4	71567472	71567472	1	+	prmtr.70869	ENSG00000207448.1	NA
chr15	65845525	65845525	1	-	prmtr.70870	ENSG00000207449.1	NA
chr8	48717740	48717740	1	-	prmtr.70871	ENSG00000207450.1	NA
chr1	11286311	11286311	1	+	prmtr.70872	ENSG00000207451.1	NA
chr5	86595614	86595614	1	-	prmtr.70873	ENSG00000207452.1	NA
chr10	7528771	7528771	1	-	prmtr.70874	ENSG00000207453.1	NA
chr7	100913322	100913322	1	-	prmtr.70875	ENSG00000207454.1	NA
chr22	30295682	30295682	1	-	prmtr.70876	ENSG00000207455.1	NA
chr2	53797617	53797617	1	-	prmtr.70877	ENSG00000207456.1	NA
chr22	42075715	42075715	1	+	prmtr.70878	ENSG00000207457.1	NA
chr13	40800964	40800964	1	+	prmtr.70879	ENSG00000207458.1	NA
chr5	133970635	133970635	1	-	prmtr.70880	ENSG00000207459.1	NA
chr15	25331674	25331674	1	+	prmtr.70881	ENSG00000207460.1	NA
chr6	117779001	117779001	1	-	prmtr.70882	ENSG00000207461.1	NA
chr11	118573051	118573051	1	+	prmtr.70883	ENSG00000207462.1	NA
chr6	146960836	146960836	1	+	prmtr.70884	ENSG00000207465.1	NA
chr1	39416597	39416597	1	-	prmtr.70885	ENSG00000207466.1	NA
chr12	49203694	49203694	1	+	prmtr.70886	ENSG00000207467.1	NA
chr10	120819650	120819650	1	-	prmtr.70887	ENSG00000207468.1	NA
chr1	182951453	182951453	1	-	prmtr.70888	ENSG00000207472.1	NA
chr10	75106694	75106694	1	+	prmtr.70889	ENSG00000207473.1	NA
chr13	25277803	25277803	1	-	prmtr.70890	ENSG00000207474.1	NA
chr1	155889836	155889836	1	-	prmtr.70891	ENSG00000207475.1	NA
chr21	14993898	14993898	1	+	prmtr.70892	ENSG00000207476.1	NA
chr12	31519222	31519222	1	+	prmtr.70893	ENSG00000207477.1	NA
chr4	89251430	89251430	1	-	prmtr.70894	ENSG00000207480.1	NA
chr4	41305354	41305354	1	-	prmtr.70895	ENSG00000207481.1	NA
chr10	28956848	28956848	1	+	prmtr.70896	ENSG00000207483.1	NA
chr15	52176753	52176753	1	+	prmtr.70897	ENSG00000207484.1	NA
chrX	72617473	72617473	1	-	prmtr.70898	ENSG00000207486.1	NA
chr7	89881237	89881237	1	+	prmtr.70899	ENSG00000207488.1	NA
chr6	25383827	25383827	1	+	prmtr.70900	ENSG00000207490.1	NA
chr1	212865606	212865606	1	+	prmtr.70901	ENSG00000207491.1	NA
chr12	40948069	40948069	1	-	prmtr.70902	ENSG00000207492.1	NA
chr16	58582537	58582537	1	-	prmtr.70903	ENSG00000207493.1	NA
chr10	126503631	126503631	1	-	prmtr.70904	ENSG00000207494.1	NA
chr13	70377072	70377072	1	+	prmtr.70905	ENSG00000207495.1	NA
chr3	12881949	12881949	1	-	prmtr.70906	ENSG00000207496.1	NA
chr4	186631121	186631121	1	-	prmtr.70907	ENSG00000207497.1	NA
chr6	106868581	106868581	1	+	prmtr.70908	ENSG00000207499.1	NA
chr13	27829201	27829201	1	+	prmtr.70909	ENSG00000207500.1	NA
chr1	148241465	148241465	1	+	prmtr.70910	ENSG00000207501.1	NA
chr1	116164626	116164626	1	-	prmtr.70911	ENSG00000207502.1	NA
chr21	42911133	42911133	1	+	prmtr.70912	ENSG00000207503.1	NA
chr1	68006810	68006810	1	+	prmtr.70913	ENSG00000207504.1	NA
chr3	186489736	186489736	1	-	prmtr.70914	ENSG00000207505.1	NA
chr19	893484	893484	1	+	prmtr.70915	ENSG00000207507.1	NA
chr1	40643515	40643515	1	+	prmtr.70916	ENSG00000207508.1	NA
chr1	13384841	13384841	1	-	prmtr.70917	ENSG00000207511.1	NA
chr3	38547072	38547072	1	-	prmtr.70918	ENSG00000207512.1	NA
chr1	16993443	16993443	1	-	prmtr.70919	ENSG00000207513.1	NA
chr16	72410603	72410603	1	+	prmtr.70920	ENSG00000207514.1	NA
chrX	89852339	89852339	1	-	prmtr.70921	ENSG00000207515.1	NA
chr15	45829448	45829448	1	+	prmtr.70922	ENSG00000207516.1	NA
chr13	22125549	22125549	1	-	prmtr.70923	ENSG00000207518.1	NA
chr1	93306276	93306276	1	+	prmtr.70924	ENSG00000207523.1	NA
chr4	89606105	89606105	1	-	prmtr.70925	ENSG00000207524.1	NA
chr16	74497886	74497886	1	-	prmtr.70926	ENSG00000207525.1	NA
chr12	65016289	65016289	1	+	prmtr.70927	ENSG00000207546.1	NA
chr7	99691266	99691266	1	-	prmtr.70928	ENSG00000207547.1	NA
chr2	56210211	56210211	1	-	prmtr.70929	ENSG00000207548.1	NA
chr19	54219848	54219848	1	+	prmtr.70930	ENSG00000207549.1	NA
chr19	52195865	52195865	1	+	prmtr.70931	ENSG00000207550.1	NA
chr10	102734742	102734742	1	+	prmtr.70932	ENSG00000207551.1	NA
chr17	61021576	61021576	1	+	prmtr.70933	ENSG00000207552.1	NA
chr19	54211989	54211989	1	+	prmtr.70934	ENSG00000207553.1	NA
chr20	62574079	62574079	1	-	prmtr.70935	ENSG00000207554.1	NA
chr19	54185413	54185413	1	+	prmtr.70936	ENSG00000207555.1	NA
chr17	74732630	74732630	1	-	prmtr.70937	ENSG00000207556.1	NA
chr14	101518783	101518783	1	+	prmtr.70938	ENSG00000207558.1	NA
chr4	166307394	166307394	1	+	prmtr.70939	ENSG00000207559.1	NA
chr17	66420689	66420689	1	-	prmtr.70940	ENSG00000207561.1	NA
chr11	111384164	111384164	1	+	prmtr.70941	ENSG00000207562.1	NA
chr9	97847490	97847490	1	+	prmtr.70942	ENSG00000207563.1	NA
chr14	104583742	104583742	1	+	prmtr.70943	ENSG00000207568.1	NA
chr14	101348220	101348220	1	+	prmtr.70944	ENSG00000207569.1	NA
chr12	54427734	54427734	1	+	prmtr.70945	ENSG00000207571.1	NA
chrX	133303482	133303482	1	-	prmtr.70946	ENSG00000207572.1	NA
chr7	32772593	32772593	1	+	prmtr.70947	ENSG00000207573.1	NA
chr8	145019447	145019447	1	-	prmtr.70948	ENSG00000207574.1	NA
chr22	21388561	21388561	1	-	prmtr.70949	ENSG00000207575.1	NA
chr6	107232000	107232000	1	+	prmtr.70950	ENSG00000207577.1	NA
chr5	95414842	95414842	1	+	prmtr.70951	ENSG00000207578.1	NA
chr16	820183	820183	1	+	prmtr.70952	ENSG00000207579.1	NA
chr19	54197647	54197647	1	+	prmtr.70953	ENSG00000207580.1	NA
chr9	131007109	131007109	1	-	prmtr.70954	ENSG00000207581.1	NA
chr8	135812850	135812850	1	-	prmtr.70955	ENSG00000207582.1	NA
chr10	77312216	77312216	1	+	prmtr.70956	ENSG00000207583.1	NA
chr7	27209183	27209183	1	-	prmtr.70957	ENSG00000207584.1	NA
chr19	13985689	13985689	1	+	prmtr.70958	ENSG00000207585.1	NA
chr12	97957590	97957590	1	+	prmtr.70959	ENSG00000207586.1	NA
chr14	101514995	101514995	1	+	prmtr.70960	ENSG00000207587.1	NA
chr7	127721913	127721913	1	+	prmtr.70961	ENSG00000207588.1	NA
chrX	146318545	146318545	1	-	prmtr.70962	ENSG00000207589.1	NA
chr1	220291304	220291304	1	-	prmtr.70963	ENSG00000207590.1	NA
chr19	54194135	54194135	1	+	prmtr.70964	ENSG00000207594.1	NA
chr9	127454721	127454721	1	+	prmtr.70965	ENSG00000207595.1	NA
chr7	136587914	136587914	1	+	prmtr.70966	ENSG00000207597.1	NA
chr20	61809852	61809852	1	+	prmtr.70967	ENSG00000207598.1	NA
chr19	54178965	54178965	1	+	prmtr.70968	ENSG00000207599.1	NA
chr8	10892812	10892812	1	-	prmtr.70969	ENSG00000207600.1	NA
chr11	61560033	61560033	1	-	prmtr.70970	ENSG00000207601.1	NA
chrX	133304308	133304308	1	-	prmtr.70971	ENSG00000207602.1	NA
chr9	86584772	86584772	1	-	prmtr.70972	ENSG00000207603.1	NA
chr6	52009147	52009147	1	+	prmtr.70973	ENSG00000207604.1	NA
chr3	49058142	49058142	1	-	prmtr.70974	ENSG00000207605.1	NA
chr1	151518272	151518272	1	+	prmtr.70975	ENSG00000207606.1	NA
chr1	1103243	1103243	1	+	prmtr.70976	ENSG00000207607.1	NA
chr14	101349316	101349316	1	+	prmtr.70977	ENSG00000207608.1	NA
chr9	20716104	20716104	1	+	prmtr.70978	ENSG00000207609.1	NA
chr2	241395418	241395418	1	+	prmtr.70979	ENSG00000207611.1	NA
chr10	29834026	29834026	1	-	prmtr.70980	ENSG00000207612.1	NA
chr19	13985513	13985513	1	+	prmtr.70981	ENSG00000207613.1	NA
chr17	29887015	29887015	1	+	prmtr.70982	ENSG00000207614.1	NA
chr19	54188263	54188263	1	+	prmtr.70983	ENSG00000207615.1	NA
chr19	54182257	54182257	1	+	prmtr.70984	ENSG00000207616.1	NA
chr9	97848376	97848376	1	-	prmtr.70985	ENSG00000207617.2	NA
chr5	168690698	168690698	1	-	prmtr.70986	ENSG00000207619.1	NA
chr19	54264387	54264387	1	+	prmtr.70987	ENSG00000207620.1	NA
chrX	151127130	151127130	1	-	prmtr.70988	ENSG00000207621.1	NA
chr12	109230782	109230782	1	-	prmtr.70989	ENSG00000207622.1	NA
chr1	220291583	220291583	1	-	prmtr.70990	ENSG00000207624.1	NA
chr3	35785968	35785968	1	+	prmtr.70991	ENSG00000207625.1	NA
chr2	233037363	233037363	1	+	prmtr.70992	ENSG00000207626.1	NA
chr5	53247429	53247429	1	-	prmtr.70993	ENSG00000207627.1	NA
chrX	8095006	8095006	1	+	prmtr.70994	ENSG00000207628.1	NA
chr19	54209506	54209506	1	+	prmtr.70995	ENSG00000207629.1	NA
chr19	4770682	4770682	1	+	prmtr.70996	ENSG00000207630.1	NA
chr19	40788548	40788548	1	-	prmtr.70997	ENSG00000207631.1	NA
chr6	126805777	126805777	1	+	prmtr.70998	ENSG00000207632.1	NA
chrX	139006390	139006390	1	-	prmtr.70999	ENSG00000207633.1	NA
chr19	54251890	54251890	1	+	prmtr.71000	ENSG00000207634.1	NA
chr20	33578179	33578179	1	+	prmtr.71001	ENSG00000207635.1	NA
chr15	75646026	75646026	1	-	prmtr.71002	ENSG00000207636.1	NA
chr7	158325505	158325505	1	-	prmtr.71003	ENSG00000207637.1	NA
chr21	17911409	17911409	1	+	prmtr.71004	ENSG00000207638.1	NA
chr16	14397824	14397824	1	+	prmtr.71005	ENSG00000207639.1	NA
chrX	146353926	146353926	1	-	prmtr.71006	ENSG00000207641.1	NA
chr4	343946	343946	1	+	prmtr.71007	ENSG00000207642.1	NA
chr4	65017	65017	1	+	prmtr.71008	ENSG00000207643.1	NA
chr19	54172411	54172411	1	+	prmtr.71009	ENSG00000207644.1	NA
chr19	54169927	54169927	1	+	prmtr.71010	ENSG00000207645.1	NA
chr14	101515887	101515887	1	+	prmtr.71011	ENSG00000207646.1	NA
chr2	220158922	220158922	1	-	prmtr.71012	ENSG00000207647.1	NA
chr11	64658718	64658718	1	-	prmtr.71013	ENSG00000207648.1	NA
chr16	56892430	56892430	1	+	prmtr.71014	ENSG00000207649.1	NA
chr3	195426272	195426272	1	+	prmtr.71015	ENSG00000207650.1	NA
chr3	188406569	188406569	1	+	prmtr.71016	ENSG00000207651.1	NA
chr13	41384902	41384902	1	+	prmtr.71017	ENSG00000207652.1	NA
chr2	32757220	32757220	1	+	prmtr.71018	ENSG00000207653.1	NA
chr2	136422967	136422967	1	+	prmtr.71019	ENSG00000207654.1	NA
chr7	93113331	93113331	1	-	prmtr.71020	ENSG00000207656.1	NA
chr17	65467605	65467605	1	+	prmtr.71021	ENSG00000207688.2	NA
chr6	135560298	135560298	1	+	prmtr.71022	ENSG00000207689.1	NA
chr15	72879558	72879558	1	+	prmtr.71023	ENSG00000207690.1	NA
chr7	129414854	129414854	1	-	prmtr.71024	ENSG00000207691.1	NA
chr7	126698238	126698238	1	-	prmtr.71025	ENSG00000207692.1	NA
chr9	140732871	140732871	1	+	prmtr.71026	ENSG00000207693.1	NA
chr15	79502130	79502130	1	+	prmtr.71027	ENSG00000207695.1	NA
chr22	38243781	38243781	1	-	prmtr.71028	ENSG00000207696.1	NA
chr4	24521913	24521913	1	-	prmtr.71029	ENSG00000207697.1	NA
chr9	111808578	111808578	1	-	prmtr.71030	ENSG00000207698.1	NA
chr19	54242587	54242587	1	+	prmtr.71031	ENSG00000207699.1	NA
chr8	9599182	9599182	1	+	prmtr.71032	ENSG00000207701.1	NA
chr15	31357344	31357344	1	-	prmtr.71033	ENSG00000207702.1	NA
chr15	89155056	89155056	1	+	prmtr.71034	ENSG00000207703.1	NA
chr8	124360274	124360274	1	+	prmtr.71035	ENSG00000207704.2	NA
chr7	127847924	127847924	1	+	prmtr.71036	ENSG00000207705.1	NA
chr19	54203269	54203269	1	+	prmtr.71037	ENSG00000207706.1	NA
chr19	14640355	14640355	1	+	prmtr.71038	ENSG00000207707.1	NA
chr12	7073260	7073260	1	+	prmtr.71039	ENSG00000207708.1	NA
chr1	110141515	110141515	1	+	prmtr.71040	ENSG00000207709.2	NA
chrX	133303907	133303907	1	-	prmtr.71041	ENSG00000207710.1	NA
chr19	54200787	54200787	1	+	prmtr.71042	ENSG00000207711.1	NA
chr15	42491864	42491864	1	-	prmtr.71043	ENSG00000207712.1	NA
chr12	7072862	7072862	1	+	prmtr.71044	ENSG00000207713.1	NA
chr5	148441972	148441972	1	-	prmtr.71045	ENSG00000207714.1	NA
chr16	2317881	2317881	1	-	prmtr.71046	ENSG00000207715.1	NA
chr4	11370451	11370451	1	+	prmtr.71047	ENSG00000207716.1	NA
chr3	168269642	168269642	1	+	prmtr.71048	ENSG00000207717.1	NA
chr13	100008385	100008385	1	+	prmtr.71049	ENSG00000207719.1	NA
chr1	155316236	155316236	1	-	prmtr.71050	ENSG00000207720.1	NA
chr1	71533399	71533399	1	-	prmtr.71051	ENSG00000207721.1	NA
chr19	54204481	54204481	1	+	prmtr.71052	ENSG00000207722.1	NA
chrX	45606530	45606530	1	-	prmtr.71053	ENSG00000207725.1	NA
chr9	116971714	116971714	1	+	prmtr.71054	ENSG00000207726.1	NA
chr5	54466570	54466570	1	-	prmtr.71055	ENSG00000207728.1	NA
chr1	162312336	162312336	1	+	prmtr.71056	ENSG00000207729.1	NA
chr1	1102484	1102484	1	+	prmtr.71057	ENSG00000207730.1	NA
chrX	146312361	146312361	1	-	prmtr.71058	ENSG00000207731.1	NA
chr4	20529898	20529898	1	+	prmtr.71059	ENSG00000207732.1	NA
chr19	3961510	3961510	1	-	prmtr.71060	ENSG00000207733.1	NA
chr19	54215522	54215522	1	+	prmtr.71061	ENSG00000207734.1	NA
chr19	54223350	54223350	1	+	prmtr.71062	ENSG00000207735.1	NA
chr17	79099173	79099173	1	-	prmtr.71063	ENSG00000207736.1	NA
chr9	127455989	127455989	1	+	prmtr.71064	ENSG00000207737.1	NA
chr19	54210707	54210707	1	+	prmtr.71065	ENSG00000207738.1	NA
chr5	168195260	168195260	1	-	prmtr.71066	ENSG00000207739.1	NA
chr7	73605528	73605528	1	+	prmtr.71067	ENSG00000207741.1	NA
chr14	101520723	101520723	1	-	prmtr.71068	ENSG00000207742.2	NA
chr14	101500092	101500092	1	+	prmtr.71069	ENSG00000207743.1	NA
chr2	177015031	177015031	1	+	prmtr.71070	ENSG00000207744.1	NA
chr4	83674583	83674583	1	-	prmtr.71071	ENSG00000207746.1	NA
chr19	54238131	54238131	1	+	prmtr.71072	ENSG00000207747.1	NA
chr14	101490114	101490114	1	+	prmtr.71073	ENSG00000207749.2	NA
chr1	100746797	100746797	1	+	prmtr.71074	ENSG00000207750.1	NA
chr22	22007593	22007593	1	+	prmtr.71075	ENSG00000207751.1	NA
chr19	10928172	10928172	1	-	prmtr.71076	ENSG00000207752.1	NA
chrX	151128184	151128184	1	-	prmtr.71077	ENSG00000207753.1	NA
chr14	101512792	101512792	1	+	prmtr.71078	ENSG00000207754.1	NA
chrX	133674637	133674637	1	-	prmtr.71079	ENSG00000207755.1	NA
chr5	36148090	36148090	1	-	prmtr.71080	ENSG00000207756.1	NA
chr7	99691470	99691470	1	-	prmtr.71081	ENSG00000207757.1	NA
chrX	49767754	49767754	1	+	prmtr.71082	ENSG00000207758.1	NA
chr1	198828282	198828282	1	-	prmtr.71083	ENSG00000207759.1	NA
chr14	101493122	101493122	1	+	prmtr.71084	ENSG00000207761.1	NA
chr14	101493437	101493437	1	+	prmtr.71085	ENSG00000207762.1	NA
chr12	81226408	81226408	1	-	prmtr.71086	ENSG00000207763.1	NA
chr20	61162119	61162119	1	+	prmtr.71087	ENSG00000207764.1	NA
chr14	23502847	23502847	1	-	prmtr.71088	ENSG00000207765.1	NA
chr15	41983783	41983783	1	+	prmtr.71089	ENSG00000207766.1	NA
chr19	54259995	54259995	1	+	prmtr.71090	ENSG00000207767.1	NA
chrX	49768109	49768109	1	+	prmtr.71091	ENSG00000207768.1	NA
chr6	45165507	45165507	1	-	prmtr.71092	ENSG00000207769.1	NA
chr3	114035416	114035416	1	-	prmtr.71093	ENSG00000207770.1	NA
chr7	30329410	30329410	1	+	prmtr.71094	ENSG00000207771.1	NA
chr19	46178186	46178186	1	+	prmtr.71095	ENSG00000207773.1	NA
chr6	18572015	18572015	1	+	prmtr.71096	ENSG00000207775.1	NA
chr1	3477354	3477354	1	-	prmtr.71097	ENSG00000207776.1	NA
chr18	56118306	56118306	1	+	prmtr.71098	ENSG00000207778.1	NA
chr3	160122376	160122376	1	+	prmtr.71099	ENSG00000207779.1	NA
chr22	18463727	18463727	1	-	prmtr.71100	ENSG00000207780.1	NA
chr14	65937820	65937820	1	+	prmtr.71101	ENSG00000207781.1	NA
chr19	50004125	50004125	1	-	prmtr.71102	ENSG00000207782.1	NA
chr3	44903380	44903380	1	+	prmtr.71103	ENSG00000207783.1	NA
chrX	133675467	133675467	1	-	prmtr.71104	ENSG00000207784.1	NA
chrX	49773039	49773039	1	+	prmtr.71105	ENSG00000207785.1	NA
chr19	54189723	54189723	1	+	prmtr.71106	ENSG00000207788.1	NA
chr12	58218475	58218475	1	-	prmtr.71107	ENSG00000207789.1	NA
chr18	33484889	33484889	1	-	prmtr.71108	ENSG00000207797.1	NA
chr2	56216194	56216194	1	-	prmtr.71109	ENSG00000207798.1	NA
chr19	54225420	54225420	1	+	prmtr.71110	ENSG00000207799.1	NA
chrX	137749954	137749954	1	-	prmtr.71111	ENSG00000207800.1	NA
chr20	58883532	58883532	1	+	prmtr.71112	ENSG00000207802.1	NA
chr19	54234260	54234260	1	+	prmtr.71113	ENSG00000207803.1	NA
chr8	100548958	100548958	1	-	prmtr.71114	ENSG00000207804.1	NA
chr11	2155439	2155439	1	-	prmtr.71115	ENSG00000207805.1	NA
chr19	54254465	54254465	1	+	prmtr.71116	ENSG00000207806.1	NA
chr4	8007108	8007108	1	-	prmtr.71117	ENSG00000207807.1	NA
chr19	13947331	13947331	1	-	prmtr.71118	ENSG00000207808.1	NA
chr19	54183194	54183194	1	+	prmtr.71119	ENSG00000207810.1	NA
chr11	111383663	111383663	1	+	prmtr.71120	ENSG00000207811.1	NA
chrX	133303797	133303797	1	-	prmtr.71121	ENSG00000207812.2	NA
chr10	53059333	53059333	1	+	prmtr.71122	ENSG00000207813.1	NA
chr9	123007328	123007328	1	-	prmtr.71123	ENSG00000207814.1	NA
chr3	15915278	15915278	1	+	prmtr.71124	ENSG00000207815.1	NA
chr8	65291706	65291706	1	+	prmtr.71125	ENSG00000207816.1	NA
chr12	13068763	13068763	1	+	prmtr.71126	ENSG00000207817.1	NA
chrX	151562964	151562964	1	-	prmtr.71127	ENSG00000207818.1	NA
chr15	89911248	89911248	1	+	prmtr.71128	ENSG00000207819.1	NA
chrX	73507044	73507044	1	-	prmtr.71129	ENSG00000207820.1	NA
chr19	19545872	19545872	1	+	prmtr.71130	ENSG00000207821.1	NA
chr19	54198467	54198467	1	+	prmtr.71131	ENSG00000207825.1	NA
chr8	1765397	1765397	1	+	prmtr.71132	ENSG00000207826.1	NA
chr6	72113324	72113324	1	-	prmtr.71133	ENSG00000207827.1	NA
chr22	23040391	23040391	1	+	prmtr.71134	ENSG00000207830.1	NA
chr22	23198720	23198720	1	+	prmtr.71135	ENSG00000207832.1	NA
chr22	23134977	23134977	1	+	prmtr.71136	ENSG00000207833.1	NA
chr22	23006898	23006898	1	+	prmtr.71137	ENSG00000207834.1	NA
chr22	23101185	23101185	1	+	prmtr.71138	ENSG00000207835.1	NA
chr22	23165270	23165270	1	+	prmtr.71139	ENSG00000207836.1	NA
chr19	54224330	54224330	1	+	prmtr.71140	ENSG00000207837.1	NA
chr19	54244567	54244567	1	+	prmtr.71141	ENSG00000207838.1	NA
chr17	17717245	17717245	1	-	prmtr.71142	ENSG00000207839.1	NA
chr17	26603579	26603579	1	-	prmtr.71143	ENSG00000207844.1	NA
